cultivo,tipo_suelo,sistema_riego,area_ha,dias_ciclo,doy_inicio,capacidad_campo,punto_marchitez,prof_raiz_m,et0_promedio_mmdia,et0_maximo_mmdia,lluvia_total_mm,etc_total_mm,kc_promedio,humedad_suelo_promedio,deficit_hidrico_frac,n_riegos,volumen_agua_total_m3_ha,rendimiento_real_ton_ha
Algodón,franco-arcilloso,gravedad,74.88,180,278,0.36,0.2,0.48,4.562,7.618,14.17,708.17,0.879,0.3167,0.0,17,10929.45,3.784
Algodón,arcilloso,aspersion,57.88,180,13,0.42,0.22,0.67,6.952,10.254,34.25,1185.89,0.879,0.3691,0.0,17,14734.5,3.658
Algodón,franco-arenoso,gravedad,54.52,180,166,0.24,0.12,0.56,6.538,10.615,191.72,964.22,0.879,0.2053,0.0,21,12706.13,3.362
Algodón,arcilloso,gravedad,75.39,180,246,0.42,0.22,0.46,4.523,7.526,109.32,661.58,0.879,0.3701,0.0,12,9702.03,3.446
Algodón,arcilloso,gravedad,78.88,180,48,0.42,0.22,0.52,7.736,10.192,86.46,1296.15,0.879,0.3644,0.0,22,18815.9,3.178
Algodón,franco-arcilloso,gravedad,41.53,180,200,0.36,0.2,0.64,5.548,9.967,184.19,793.97,0.879,0.3116,0.0,10,10131.37,3.887
Algodón,franco,gravedad,12.24,180,224,0.3,0.16,0.63,4.809,8.526,179.04,685.86,0.879,0.2651,0.0,12,8968.48,3.584
Algodón,franco-arcilloso,gravedad,10.47,180,128,0.36,0.2,0.45,7.525,10.559,135.38,1162.81,0.879,0.3131,0.0,27,16734.0,3.024
Algodón,franco-arcilloso,aspersion,66.4,180,152,0.36,0.2,0.63,6.877,10.074,218.07,1029.87,0.879,0.3125,0.0,13,9785.4,3.615
Algodón,franco-arenoso,gravedad,35.02,180,242,0.24,0.12,0.47,4.627,7.913,61.03,673.47,0.879,0.2047,0.0,19,9902.23,3.209
Algodón,franco,gravedad,27.86,180,319,0.3,0.16,0.49,5.137,9.154,26.8,852.03,0.879,0.2537,0.0,19,13073.98,3.568
Algodón,arcilloso,gravedad,39.08,180,361,0.42,0.22,0.47,6.443,10.48,18.27,1096.6,0.879,0.3552,0.0,18,17214.99,3.21
Algodón,franco-arcilloso,goteo,74.36,180,319,0.36,0.2,0.49,5.299,9.002,28.76,878.12,0.879,0.3094,0.0,18,9471.43,3.547
Algodón,franco-arcilloso,goteo,27.74,180,143,0.36,0.2,0.5,7.064,10.139,240.48,1071.87,0.879,0.3088,0.0,18,9546.4,3.307
Algodón,franco-arcilloso,gravedad,12.77,180,79,0.36,0.2,0.69,8.002,10.54,152.99,1298.9,0.879,0.312,0.0,18,18433.35,3.944
Algodón,franco,gravedad,60.45,180,317,0.3,0.16,0.65,5.159,9.869,21.73,855.59,0.879,0.2586,0.0,16,13511.22,3.303
Algodón,franco,gravedad,9.77,180,52,0.3,0.16,0.65,7.853,10.644,116.52,1310.88,0.879,0.2593,0.0,24,19108.75,3.59
Algodón,franco-arcilloso,goteo,37.21,180,273,0.36,0.2,0.52,4.545,7.466,23.97,693.66,0.879,0.3196,0.0,16,7070.09,3.577
Algodón,franco-arcilloso,gravedad,62.3,180,41,0.36,0.2,0.58,7.622,10.213,67.13,1284.33,0.879,0.3155,0.0,24,19243.31,3.517
Algodón,arcilloso,goteo,11.65,180,96,0.42,0.22,0.58,8.002,10.972,138.01,1283.79,0.879,0.3609,0.0,17,11633.09,3.714
Algodón,franco,gravedad,68.64,180,196,0.3,0.16,0.53,5.526,9.731,149.89,797.1,0.879,0.2558,0.0,14,10611.8,4.12
Algodón,arcilloso,gravedad,64.75,180,138,0.42,0.22,0.6,7.271,10.364,175.96,1106.96,0.879,0.3618,0.0,13,14399.76,3.722
Algodón,franco,gravedad,79.03,180,166,0.3,0.16,0.59,6.39,10.104,167.49,937.49,0.879,0.2626,0.0,18,12383.23,3.118
Algodón,franco-arcilloso,gravedad,21.41,180,120,0.36,0.2,0.63,7.561,10.11,129.15,1173.7,0.879,0.313,0.0,18,16821.83,3.616
Algodón,franco-arcilloso,aspersion,27.16,180,362,0.36,0.2,0.64,6.496,10.099,7.18,1104.19,0.879,0.3161,0.0,20,13819.55,3.489
Algodón,franco-arcilloso,gravedad,9.67,180,245,0.36,0.2,0.56,4.557,8.182,95.83,665.18,0.879,0.3187,0.0,12,9311.33,3.329
Algodón,franco-arenoso,gravedad,58.24,180,270,0.24,0.12,0.68,4.445,7.183,86.09,675.39,0.879,0.2082,0.0,14,9524.97,3.234
Algodón,arcilloso,aspersion,64.93,180,2,0.42,0.22,0.61,6.595,10.357,19.16,1124.44,0.879,0.368,0.0,18,13955.67,3.761
Algodón,arcilloso,gravedad,73.64,180,172,0.42,0.22,0.7,6.29,10.184,158.15,918.04,0.879,0.3693,0.0,11,12422.99,3.513
Algodón,franco,aspersion,51.44,180,256,0.3,0.16,0.58,4.479,7.401,44.97,664.6,0.879,0.2593,0.0,13,7999.46,3.48
Algodón,franco,gravedad,42.51,180,292,0.3,0.16,0.65,4.634,7.708,26.12,734.1,0.879,0.2624,0.0,15,11403.63,3.237
Algodón,franco,gravedad,49.93,180,119,0.3,0.16,0.47,7.647,10.249,230.19,1191.76,0.879,0.2526,0.0,23,15169.28,3.388
Algodón,arcilloso,gravedad,57.42,180,16,0.42,0.22,0.64,7.029,10.256,35.34,1189.85,0.879,0.3676,0.0,18,18670.43,2.826
Algodón,franco,aspersion,5.98,180,63,0.3,0.16,0.67,7.981,10.032,106.15,1318.75,0.879,0.2549,0.0,21,15271.32,3.861
Algodón,arcilloso,aspersion,47.4,180,129,0.42,0.22,0.53,7.474,10.262,151.95,1152.78,0.879,0.3564,0.0,15,13150.08,3.996
Algodón,franco-arenoso,gravedad,59.35,180,250,0.24,0.12,0.57,4.492,7.281,31.52,663.26,0.879,0.2078,0.0,18,10189.29,3.295
Algodón,arcilloso,microaspersion,38.62,180,35,0.42,0.22,0.54,7.454,10.32,57.84,1257.09,0.879,0.3581,0.0,19,14019.76,3.308
Algodón,franco-arcilloso,aspersion,59.68,180,24,0.36,0.2,0.61,7.192,10.561,109.35,1217.74,0.879,0.309,0.0,18,14155.97,3.718
Algodón,franco,gravedad,17.75,180,182,0.3,0.16,0.45,6.022,10.188,130.91,870.14,0.879,0.2532,0.0,19,12125.78,4.444
Algodón,arcilloso,gravedad,22.01,180,28,0.42,0.22,0.5,7.325,10.342,69.8,1245.47,0.879,0.3667,0.0,23,18582.79,3.503
Algodón,franco,gravedad,9.34,180,111,0.3,0.16,0.53,7.873,10.117,240.23,1240.52,0.879,0.2562,0.0,24,16124.94,3.494
Algodón,arcilloso,goteo,50.44,180,172,0.42,0.22,0.62,6.298,9.935,179.1,924.98,0.879,0.3703,0.0,12,7700.3,3.429
Algodón,arcilloso,gravedad,46.24,180,193,0.42,0.22,0.61,5.669,9.486,160.88,814.34,0.879,0.3697,0.0,11,10447.7,3.616
Algodón,franco-arcilloso,gravedad,12.96,180,127,0.36,0.2,0.66,7.508,10.693,226.04,1159.74,0.879,0.3103,0.0,15,15004.97,3.454
Algodón,franco,gravedad,5.29,180,349,0.3,0.16,0.56,6.089,10.173,29.39,1034.14,0.879,0.253,0.0,21,16160.16,3.575
Algodón,franco-arcilloso,microaspersion,20.93,180,27,0.36,0.2,0.68,7.261,10.225,49.04,1229.97,0.879,0.3132,0.0,19,12880.54,3.409
Algodón,franco-arcilloso,gravedad,27.48,180,251,0.36,0.2,0.46,4.509,7.257,44.76,665.66,0.879,0.3122,0.0,14,9957.25,3.404
Algodón,franco-arcilloso,aspersion,29.79,180,84,0.36,0.2,0.49,8.058,10.682,147.49,1305.42,0.879,0.3085,0.0,26,15679.69,3.598
Algodón,franco,gravedad,37.55,180,191,0.3,0.16,0.59,5.672,9.445,148.92,821.0,0.879,0.2648,0.0,16,10636.97,3.79
Algodón,franco,gravedad,71.89,180,221,0.3,0.16,0.57,4.963,8.618,114.66,707.2,0.879,0.2596,0.0,13,9572.9,3.367
Algodón,arcilloso,gravedad,58.96,180,240,0.42,0.22,0.65,4.628,7.617,90.45,674.39,0.879,0.3702,0.0,9,9923.76,3.812
Algodón,franco-arcilloso,gravedad,53.39,180,68,0.36,0.2,0.48,7.945,10.304,158.92,1309.94,0.879,0.3121,0.0,27,18128.78,3.648
Algodón,franco-arcilloso,gravedad,65.55,180,178,0.36,0.2,0.48,6.145,10.077,296.14,894.35,0.879,0.3182,0.0,16,10555.69,3.517
Algodón,franco-arenoso,gravedad,41.63,180,110,0.24,0.12,0.48,7.764,9.959,135.1,1223.42,0.879,0.1999,0.0,33,18002.1,3.357
Algodón,arcilloso,gravedad,42.49,180,89,0.42,0.22,0.69,8.016,10.17,247.09,1290.74,0.879,0.3691,0.0,16,17193.22,3.38
Algodón,franco,goteo,72.45,180,171,0.3,0.16,0.62,6.308,10.046,152.17,925.12,0.879,0.2608,0.0,16,8091.73,3.606
Algodón,arcilloso,gravedad,78.29,180,168,0.42,0.22,0.66,6.325,10.062,194.72,923.02,0.879,0.3614,0.0,9,11014.68,3.094
Algodón,franco-arcilloso,gravedad,64.94,180,21,0.36,0.2,0.57,7.116,10.198,50.21,1209.49,0.879,0.3112,0.0,22,18226.83,3.533
Algodón,arcilloso,gravedad,49.13,180,58,0.42,0.22,0.59,7.86,10.604,161.28,1305.97,0.879,0.3594,0.0,16,17256.32,3.419
Algodón,franco,gravedad,75.56,180,307,0.3,0.16,0.56,4.941,9.262,15.57,807.77,0.879,0.2578,0.0,17,12571.97,3.63
Algodón,franco-arcilloso,gravedad,6.25,180,112,0.36,0.2,0.58,7.762,10.379,101.63,1218.98,0.879,0.3111,0.0,21,17555.43,3.332
Algodón,arcilloso,goteo,70.87,180,145,0.42,0.22,0.6,7.128,10.021,227.19,1078.4,0.879,0.3657,0.0,13,8768.39,3.515
Algodón,arcilloso,microaspersion,16.8,180,201,0.42,0.22,0.49,5.412,9.199,130.68,775.03,0.879,0.3621,0.0,11,7474.69,3.464
Algodón,arcilloso,aspersion,63.74,180,289,0.42,0.22,0.49,4.663,8.141,43.56,735.96,0.879,0.3608,0.0,12,8949.13,4.055
Algodón,franco-arcilloso,gravedad,20.34,180,76,0.36,0.2,0.59,8.043,10.785,169.2,1313.21,0.879,0.3087,0.0,20,18493.96,3.29
Algodón,arcilloso,gravedad,19.14,180,298,0.42,0.22,0.55,4.754,8.598,9.31,763.91,0.879,0.3682,0.0,13,11456.31,3.893
Algodón,franco-arcilloso,aspersion,42.59,180,83,0.36,0.2,0.48,7.968,10.942,159.42,1291.97,0.879,0.3101,0.0,25,14719.55,3.458
Algodón,franco,gravedad,11.22,180,332,0.3,0.16,0.61,5.484,9.32,23.69,924.87,0.879,0.2591,0.0,19,14656.93,3.839
Algodón,franco-arenoso,gravedad,41.08,180,269,0.24,0.12,0.7,4.401,7.055,39.17,665.96,0.879,0.2052,0.0,13,9857.11,3.7
Algodón,franco,gravedad,78.9,180,322,0.3,0.16,0.54,5.296,9.086,9.74,886.02,0.879,0.2629,0.0,23,13951.63,3.514
Algodón,franco,gravedad,21.33,180,20,0.3,0.16,0.51,7.181,10.276,25.3,1222.77,0.879,0.2534,0.0,28,18924.43,3.194
Algodón,franco,gravedad,5.19,180,217,0.3,0.16,0.55,5.015,8.871,152.15,717.2,0.879,0.265,0.0,14,9174.89,3.188
Algodón,franco-arcilloso,gravedad,13.07,180,89,0.36,0.2,0.57,8.009,10.041,203.8,1293.16,0.879,0.3143,0.0,22,17240.88,3.566
Algodón,franco,gravedad,25.43,180,363,0.3,0.16,0.64,6.441,9.625,30.06,1096.31,0.879,0.2591,0.0,21,17193.09,3.823
Algodón,arcilloso,aspersion,69.96,180,259,0.42,0.22,0.52,4.446,6.756,26.21,668.02,0.879,0.3596,0.0,10,8141.85,3.392
Algodón,franco-arcilloso,gravedad,36.81,180,322,0.36,0.2,0.51,5.301,9.479,31.49,882.17,0.879,0.316,0.0,20,13588.68,3.747
Algodón,franco,gravedad,69.73,180,254,0.3,0.16,0.67,4.501,7.15,49.71,668.76,0.879,0.2582,0.0,11,10342.59,3.769
Algodón,arcilloso,gravedad,26.96,180,271,0.42,0.22,0.7,4.55,7.556,14.38,694.5,0.879,0.3635,0.0,8,9791.79,3.501
Algodón,franco,gravedad,21.08,180,29,0.3,0.16,0.58,7.317,10.016,55.85,1236.01,0.879,0.2561,0.0,26,19357.03,3.502
Algodón,franco-arcilloso,aspersion,18.41,180,91,0.36,0.2,0.66,7.962,10.185,111.89,1287.43,0.879,0.3141,0.0,20,15410.25,3.471
Algodón,franco-arcilloso,gravedad,29.71,180,189,0.36,0.2,0.49,5.773,10.186,218.09,833.99,0.879,0.3133,0.0,13,9956.81,3.314
Algodón,franco,aspersion,58.68,180,251,0.3,0.16,0.56,4.477,7.605,30.57,660.21,0.879,0.2588,0.0,14,8511.6,2.742
Algodón,franco,gravedad,27.96,180,54,0.3,0.16,0.52,7.911,10.616,125.03,1317.6,0.879,0.2537,0.0,27,18981.97,3.744
Algodón,franco-arenoso,gravedad,79.37,180,69,0.24,0.12,0.54,7.936,10.616,108.98,1310.67,0.879,0.2037,0.0,35,19519.33,3.382
Algodón,franco,aspersion,14.2,180,217,0.3,0.16,0.5,4.981,8.811,132.91,710.95,0.879,0.2614,0.0,15,8229.01,3.697
Algodón,arcilloso,gravedad,78.28,180,22,0.42,0.22,0.66,7.161,10.296,49.25,1210.79,0.879,0.3659,0.0,17,17812.39,3.541
Algodón,franco-arcilloso,gravedad,70.55,180,136,0.36,0.2,0.6,7.346,10.287,316.76,1117.51,0.879,0.3111,0.0,13,12445.43,3.315
Algodón,franco-arenoso,gravedad,42.07,180,256,0.24,0.12,0.66,4.522,6.928,41.97,674.48,0.879,0.2106,0.0,16,9648.26,3.574
Algodón,franco-arcilloso,aspersion,59.72,180,194,0.36,0.2,0.53,5.549,9.308,212.3,802.34,0.879,0.3165,0.0,12,8220.68,3.518
Algodón,franco,aspersion,46.93,180,308,0.3,0.16,0.52,4.941,8.581,1.62,811.4,0.879,0.2564,0.0,18,10164.6,2.972
Algodón,franco,gravedad,62.48,180,239,0.3,0.16,0.48,4.653,8.653,74.28,676.75,0.879,0.2602,0.0,16,8899.47,3.363
Algodón,franco-arcilloso,gravedad,47.05,180,232,0.36,0.2,0.6,4.758,8.939,103.73,682.49,0.879,0.3134,0.0,10,9212.65,3.617
Algodón,franco-arenoso,gravedad,14.19,180,211,0.24,0.12,0.7,5.123,9.445,161.85,729.29,0.879,0.2071,0.0,12,9435.18,3.558
Algodón,franco,gravedad,69.4,180,169,0.3,0.16,0.58,6.369,10.315,195.05,934.53,0.879,0.2622,0.0,18,11975.57,3.971
Algodón,arcilloso,aspersion,55.43,180,18,0.42,0.22,0.61,7.089,10.252,34.21,1204.09,0.879,0.3608,0.0,16,15229.04,3.533
Algodón,franco-arcilloso,aspersion,20.38,180,245,0.36,0.2,0.58,4.502,7.059,85.19,657.7,0.879,0.3199,0.0,12,7288.07,3.329
Algodón,franco-arcilloso,goteo,67.24,180,243,0.36,0.2,0.48,4.567,7.956,54.67,665.33,0.879,0.3169,0.0,15,6571.93,3.092
Algodón,arcilloso,gravedad,9.67,180,333,0.42,0.22,0.56,5.57,9.593,24.04,932.41,0.879,0.3595,0.0,13,14183.72,3.134
Algodón,franco-arenoso,gravedad,10.47,180,335,0.24,0.12,0.53,5.638,9.682,14.78,950.29,0.879,0.1985,0.0,23,14853.49,3.614
Algodón,franco,gravedad,41.66,180,318,0.3,0.16,0.59,5.142,9.095,39.2,854.04,0.879,0.2562,0.0,16,13036.52,3.779
Algodón,franco-arcilloso,gravedad,35.08,180,153,0.36,0.2,0.52,6.857,10.434,265.35,1024.51,0.879,0.3175,0.0,18,12311.13,3.398
Algodón,franco-arcilloso,gravedad,67.88,180,91,0.36,0.2,0.52,8.005,10.085,122.97,1284.42,0.879,0.3084,0.0,23,18528.82,3.389
Algodón,franco-arenoso,aspersion,52.26,180,136,0.24,0.12,0.57,7.386,10.176,208.0,1127.64,0.879,0.2023,0.0,22,11892.22,4.183
Algodón,arcilloso,gravedad,21.78,180,172,0.42,0.22,0.54,6.24,10.16,159.17,908.96,0.879,0.3678,0.0,13,11686.75,3.457
Algodón,franco,gravedad,50.53,180,215,0.3,0.16,0.59,5.08,8.968,167.03,721.26,0.879,0.2592,0.0,11,8850.28,3.585
Algodón,arcilloso,gravedad,59.28,180,345,0.42,0.22,0.67,5.998,10.236,17.47,1014.39,0.879,0.3668,0.0,14,15592.65,3.578
Algodón,arcilloso,gravedad,43.64,180,115,0.42,0.22,0.67,7.764,10.347,233.3,1219.35,0.879,0.361,0.0,12,15268.36,3.495
Algodón,franco-arcilloso,gravedad,34.7,180,100,0.36,0.2,0.69,7.913,10.363,199.41,1259.55,0.879,0.3116,0.0,17,16989.69,3.801
Algodón,franco-arenoso,gravedad,16.91,180,113,0.24,0.12,0.62,7.797,10.563,152.36,1221.49,0.879,0.2002,0.0,23,16912.41,3.444
Algodón,franco-arcilloso,aspersion,63.78,180,300,0.36,0.2,0.66,4.79,7.932,31.91,769.49,0.879,0.3204,0.0,14,9397.68,3.989
Algodón,franco,gravedad,45.77,180,17,0.3,0.16,0.56,6.976,10.502,36.62,1187.28,0.879,0.2563,0.0,25,18019.2,4.141
Algodón,franco,gravedad,11.97,180,132,0.3,0.16,0.5,7.37,10.031,223.06,1126.49,0.879,0.2551,0.0,21,14629.9,3.806
Algodón,arcilloso,gravedad,41.46,180,246,0.42,0.22,0.54,4.536,7.734,79.44,662.43,0.879,0.366,0.0,10,10162.66,3.07
Algodón,franco-arcilloso,gravedad,18.15,180,75,0.36,0.2,0.64,7.969,9.841,149.83,1303.99,0.879,0.3156,0.0,21,18071.48,3.157
Algodón,franco,aspersion,21.79,180,202,0.3,0.16,0.55,5.452,9.487,151.65,775.97,0.879,0.2607,0.0,15,8571.13,3.43
Algodón,franco-arcilloso,gravedad,79.87,180,116,0.36,0.2,0.61,7.697,10.029,131.24,1209.77,0.879,0.3089,0.0,18,16248.6,3.278
Algodón,arcilloso,gravedad,5.56,180,146,0.42,0.22,0.58,7.048,10.381,84.72,1062.65,0.879,0.369,0.0,17,14813.36,3.521
Algodón,arcilloso,gravedad,15.96,180,39,0.42,0.22,0.58,7.533,10.143,48.18,1263.57,0.879,0.3575,0.0,17,18902.63,3.081
Algodón,franco-arenoso,gravedad,73.44,180,245,0.24,0.12,0.53,4.584,8.073,70.91,669.31,0.879,0.2075,0.0,19,9760.43,3.483
Algodón,franco,gravedad,52.57,180,115,0.3,0.16,0.69,7.754,10.41,196.16,1213.73,0.879,0.2565,0.0,17,15990.88,4.038
Algodón,franco-arcilloso,gravedad,53.05,180,90,0.36,0.2,0.54,8.034,10.112,270.51,1292.78,0.879,0.3123,0.0,21,16696.28,3.63
Algodón,arcilloso,gravedad,48.57,180,311,0.42,0.22,0.48,5.0,9.097,20.57,819.49,0.879,0.3582,0.0,14,12460.5,3.384
Uva,arcilloso,aspersion,54.34,215,285,0.42,0.22,0.63,5.13,9.226,29.98,719.95,0.65,0.3666,0.0,10,8398.24,21.905
Uva,franco-arcilloso,microaspersion,44.43,215,95,0.36,0.2,0.51,7.51,10.082,195.62,1058.85,0.65,0.3152,0.0,20,10381.98,22.162
Uva,franco-arcilloso,goteo,5.19,215,101,0.36,0.2,0.68,7.374,10.448,183.97,1029.06,0.65,0.3135,0.0,14,9476.36,22.007
Uva,franco-arcilloso,aspersion,61.91,215,35,0.36,0.2,0.69,7.476,10.53,94.32,1103.34,0.65,0.3108,0.0,15,13120.59,23.41
Uva,franco-arcilloso,gravedad,42.44,215,123,0.36,0.2,0.7,6.954,10.522,214.68,944.7,0.65,0.3124,0.0,11,11788.94,21.694
Uva,arcilloso,microaspersion,21.28,215,66,0.42,0.22,0.58,7.722,10.025,241.12,1115.3,0.65,0.3673,0.0,14,10045.54,25.786
Uva,franco-arcilloso,gravedad,77.73,215,219,0.36,0.2,0.65,4.909,8.934,90.24,634.11,0.65,0.3183,0.0,10,9017.38,18.215
Uva,arcilloso,aspersion,54.05,215,335,0.42,0.22,0.59,6.177,10.289,18.26,916.38,0.65,0.3629,0.0,13,12259.06,21.468
Uva,franco-arcilloso,aspersion,46.07,215,339,0.36,0.2,0.61,6.266,10.044,69.95,929.25,0.65,0.3188,0.0,18,11510.05,26.489
Uva,franco,goteo,31.15,215,321,0.3,0.16,0.56,5.792,10.002,21.72,853.9,0.65,0.2596,0.0,19,9103.55,23.299
Uva,franco,goteo,21.42,215,162,0.3,0.16,0.57,6.127,10.308,187.98,803.27,0.65,0.2591,0.0,13,6423.98,22.682
Uva,franco-arcilloso,goteo,5.35,215,14,0.36,0.2,0.64,7.222,10.532,69.83,1075.7,0.65,0.3168,0.0,19,10855.91,21.695
Uva,franco-arcilloso,aspersion,71.99,215,237,0.36,0.2,0.49,4.83,8.6,69.51,623.84,0.65,0.3131,0.0,12,7294.21,23.552
Uva,arcilloso,goteo,48.66,215,57,0.42,0.22,0.62,7.663,10.242,198.53,1118.61,0.65,0.3629,0.0,13,9275.2,18.7
Uva,franco-arcilloso,goteo,13.81,215,133,0.36,0.2,0.58,6.792,10.57,164.02,915.33,0.65,0.3137,0.0,14,8111.23,21.312
Uva,franco,goteo,42.05,215,223,0.3,0.16,0.51,4.941,8.432,139.89,636.06,0.65,0.2612,0.0,12,5328.86,22.951
Uva,franco-arcilloso,goteo,63.63,215,333,0.36,0.2,0.63,6.136,10.458,37.79,909.23,0.65,0.3146,0.0,16,9347.54,20.809
Uva,arcilloso,goteo,59.79,215,113,0.42,0.22,0.59,7.175,10.233,177.16,986.94,0.65,0.3652,0.0,12,8451.43,22.392
Uva,franco-arcilloso,goteo,30.87,215,307,0.36,0.2,0.69,5.573,9.763,50.02,807.7,0.65,0.3205,0.0,14,8179.89,22.34
Uva,franco,goteo,58.1,215,234,0.3,0.16,0.54,4.817,7.871,67.83,623.02,0.65,0.257,0.0,12,5455.2,23.358
Uva,franco-arcilloso,aspersion,72.08,215,343,0.36,0.2,0.62,6.349,10.084,57.82,943.48,0.65,0.313,0.0,15,11535.78,21.783
Uva,franco,gravedad,36.14,215,341,0.3,0.16,0.46,6.339,10.443,40.17,942.34,0.65,0.2575,0.0,24,14599.26,22.802
Uva,franco-arenoso,goteo,76.58,215,221,0.24,0.12,0.57,4.964,8.889,84.39,637.03,0.65,0.2073,0.0,15,6031.89,23.147
Uva,franco,aspersion,62.81,215,185,0.3,0.16,0.65,5.553,9.843,192.56,714.89,0.65,0.2661,0.0,12,7086.42,21.526
Uva,franco-arcilloso,goteo,33.92,215,176,0.36,0.2,0.47,5.738,10.568,214.71,741.21,0.65,0.3103,0.0,12,5993.39,25.87
Uva,arcilloso,goteo,5.99,215,127,0.42,0.22,0.64,6.928,10.273,140.97,938.87,0.65,0.3689,0.0,12,8208.58,19.364
Uva,franco,goteo,54.27,215,158,0.3,0.16,0.46,6.165,9.909,241.44,806.01,0.65,0.2591,0.0,16,6641.92,24.568
Uva,franco-arenoso,aspersion,51.17,215,61,0.24,0.12,0.68,7.695,10.144,253.58,1118.14,0.65,0.2084,0.0,21,12004.77,18.906
Uva,franco,goteo,72.99,215,254,0.3,0.16,0.55,4.814,8.915,44.15,640.52,0.65,0.2662,0.0,16,6382.74,23.158
Uva,franco,aspersion,69.89,215,363,0.3,0.16,0.62,6.822,10.717,83.44,1018.06,0.65,0.2569,0.0,17,11481.57,18.431
Uva,franco-arcilloso,goteo,7.84,215,303,0.36,0.2,0.56,5.43,9.513,7.21,782.04,0.65,0.3135,0.0,15,8324.7,24.763
Uva,franco,goteo,69.82,215,307,0.3,0.16,0.52,5.51,10.17,16.87,797.95,0.65,0.2597,0.0,19,8253.24,24.722
Uva,franco,gravedad,56.35,215,300,0.3,0.16,0.64,5.36,9.703,47.34,768.14,0.65,0.2636,0.0,15,11345.32,19.583
Uva,franco-arcilloso,goteo,19.18,215,1,0.36,0.2,0.66,6.937,10.744,89.43,1036.23,0.65,0.3201,0.0,18,10025.71,23.619
Uva,franco-arcilloso,goteo,48.79,215,187,0.36,0.2,0.65,5.45,9.97,152.23,696.91,0.65,0.3162,0.0,10,5890.04,25.935
Uva,franco,goteo,68.29,215,230,0.3,0.16,0.46,5.0,8.588,93.02,648.35,0.65,0.2598,0.0,15,5988.66,23.058
Uva,arcilloso,gravedad,79.75,215,85,0.42,0.22,0.57,7.615,10.7,142.62,1080.32,0.65,0.3682,0.0,16,15853.32,20.056
Uva,arcilloso,goteo,57.92,215,306,0.42,0.22,0.48,5.51,10.867,19.82,794.95,0.65,0.3676,0.0,16,8141.34,22.0
Uva,franco-arcilloso,goteo,28.12,215,49,0.36,0.2,0.56,7.723,10.492,285.02,1130.72,0.65,0.3177,0.0,18,9622.24,21.746
Uva,franco-arcilloso,microaspersion,61.8,215,112,0.36,0.2,0.48,7.255,10.133,203.73,999.43,0.65,0.3192,0.0,21,9662.77,22.257
Uva,franco,goteo,72.18,215,230,0.3,0.16,0.49,4.916,8.393,93.95,639.8,0.65,0.2646,0.0,16,6028.71,20.689
Uva,franco-arcilloso,aspersion,34.53,215,182,0.36,0.2,0.49,5.618,9.746,122.38,720.82,0.65,0.3131,0.0,13,7943.91,24.594
Uva,franco-arcilloso,aspersion,79.24,215,211,0.36,0.2,0.61,5.107,9.399,166.28,652.86,0.65,0.3186,0.0,9,6656.44,18.232
Uva,franco-arcilloso,goteo,28.25,215,361,0.36,0.2,0.68,6.811,10.044,95.0,1019.02,0.65,0.3201,0.0,17,10274.23,20.453
Uva,franco-arcilloso,microaspersion,29.6,215,120,0.36,0.2,0.63,7.091,10.779,220.46,969.48,0.65,0.3132,0.0,14,8738.61,20.397
Uva,franco-arenoso,goteo,44.8,215,236,0.24,0.12,0.69,4.828,7.821,95.92,629.18,0.65,0.2116,0.0,12,5534.53,22.751
Uva,franco-arcilloso,aspersion,31.71,215,263,0.36,0.2,0.47,4.815,8.528,24.51,652.69,0.65,0.3168,0.0,16,8139.72,23.354
Uva,franco-arenoso,goteo,27.87,215,151,0.24,0.12,0.49,6.41,10.228,210.21,846.57,0.65,0.2041,0.0,19,7031.67,23.58
Uva,arcilloso,goteo,72.66,215,206,0.42,0.22,0.57,5.183,9.222,200.34,659.43,0.65,0.3645,0.0,7,4571.61,21.338
Uva,franco-arcilloso,aspersion,79.61,215,116,0.36,0.2,0.66,7.209,10.661,198.45,993.24,0.65,0.3166,0.0,14,10509.18,22.721
Uva,franco-arcilloso,microaspersion,69.0,215,208,0.36,0.2,0.55,5.132,10.008,92.15,652.59,0.65,0.3184,0.0,13,6940.55,26.044
Uva,franco-arcilloso,goteo,33.13,215,204,0.36,0.2,0.51,5.19,9.141,99.46,663.52,0.65,0.3174,0.0,13,5917.53,23.799
Uva,franco-arcilloso,goteo,28.9,215,70,0.36,0.2,0.69,7.655,9.877,180.96,1101.6,0.65,0.3118,0.0,15,9849.04,22.989
Uva,arcilloso,goteo,64.18,215,71,0.42,0.22,0.53,7.661,10.285,169.36,1105.38,0.65,0.3663,0.0,17,10294.0,19.865
Uva,franco,aspersion,71.5,215,242,0.3,0.16,0.69,4.864,7.964,110.84,633.97,0.65,0.261,0.0,9,6543.92,23.454
Uva,franco-arcilloso,microaspersion,28.41,215,208,0.36,0.2,0.64,5.145,9.498,136.88,657.74,0.65,0.3229,0.0,10,5658.44,23.325
Uva,franco,aspersion,59.05,215,234,0.3,0.16,0.55,4.893,8.024,78.45,636.95,0.65,0.2623,0.0,12,7159.46,23.362
Uva,franco-arcilloso,aspersion,15.24,215,282,0.36,0.2,0.52,5.105,9.079,12.53,712.59,0.65,0.3114,0.0,14,9205.97,20.942
Uva,arcilloso,goteo,22.35,215,255,0.42,0.22,0.64,4.913,8.619,75.12,655.59,0.65,0.3644,0.0,8,6468.76,23.065
