id_recomendacion,id_parcela,id_ciclo,fecha_generacion,fecha_riego_sugerida,lamina_recomendada_mm,eto_referencia,etc_calculada,deficit_acumulado_mm,nivel_urgencia,algoritmo_version,aceptada,ahorro_estimado_m3,ahorro_mxn,ahorro_kwh,prioridad_tecnificacion,migracion_sugerida,score_optimizacion,confianza_modelo,explicacion_ia
d7cf4ebf-16e5-4385-914f-dc96db2f3138,PAR-041,CIC-2026-PV,2026-04-04,2026-04-08,22.79,7.48,3.979,17.32,Baja,MILPIN-v1.2,aceptada,340.9,572.71,105.2,Baja,Gravedad -> Goteo,0.94,0.9,Deficit acumulado 17.3 mm supera umbral critico. Riego urgente antes de 4 dias para evitar dano.
b7545699-9d20-4b57-a3b0-8e082232e8ac,PAR-041,CIC-2026-PV,2026-08-04,2026-08-08,26.12,7.43,6.241,17.81,Media,MILPIN-v1.2,aceptada,390.5,656.04,120.51,Baja,Aspersion -> Goteo,0.73,0.78,ETo proyectada 7.4 mm/dia (horizonte 7 dias). Kc=0.84 etapa Media. Aplicar lamina 26 mm.
1b48c9f2-0182-4831-a2a8-baafc542ebc5,PAR-041,CIC-2026-PV,2026-08-16,2026-08-21,31.02,7.62,6.248,24.89,Media,MILPIN-v2.0,aceptada,463.7,779.02,143.1,Baja,Microaspersion -> Goteo,0.8,0.85,ETo proyectada 7.6 mm/dia (horizonte 7 dias). Kc=0.82 etapa Media. Aplicar lamina 31 mm.
a73e915c-2c22-4893-8226-04da1f1fe783,PAR-041,CIC-2026-PV,2026-09-04,2026-09-05,29.91,6.31,5.111,22.68,Media,MILPIN-v2.0,modificada,448.5,753.48,138.41,Media,Mantener sistema actual,0.86,0.86,Balance hidrico acumulado indica deficit de 22.7 mm. Riego preventivo recomendado en 4 dias.
6bc91cbf-3e6c-4a85-85d9-347d570e1494,PAR-041,CIC-2026-PV,2026-06-02,2026-06-05,19.17,8.79,7.559,15.61,Media,MILPIN-v1.3,aceptada,287.0,482.16,88.57,Media,Mantener sistema actual,0.73,0.8,Deficit acumulado 15.6 mm supera umbral critico. Riego urgente antes de 6 dias para evitar dano.
5c6b8a87-c3e6-4070-b293-1040c7d1cc1f,PAR-042,CIC-2025-PV,2025-03-23,2025-03-28,13.29,5.99,3.534,7.32,Media,MILPIN-v1.2,rechazada,485.8,816.14,149.92,Alta,Microaspersion -> Goteo,0.57,0.4,FAO-56 detecta inicio etapa media con Kc=0.59. Incrementar lamina un 11% respecto evento anterior.
f6af8a38-67fc-45b4-b766-688abcd8e914,PAR-042,CIC-2025-PV,2025-07-12,2025-07-13,19.34,8.11,7.542,9.82,Baja,MILPIN-v1.2,aceptada,707.5,1188.6,218.33,Alta,Gravedad -> Microaspersion,0.45,0.39,FAO-56 detecta inicio etapa media con Kc=0.93. Incrementar lamina un 11% respecto evento anterior.
53e27d07-4be1-41ab-b116-7880bfb1a82d,PAR-042,CIC-2025-PV,2025-09-19,2025-09-23,18.3,6.49,5.971,10.56,Alta,MILPIN-v1.3,aceptada,673.2,1130.98,207.75,Media,Aspersion -> Goteo,0.53,0.57,Balance hidrico acumulado indica deficit de 10.6 mm. Riego preventivo recomendado en 5 dias.
4848968c-8234-40fa-baed-22188c7f6d8f,PAR-042,CIC-2025-PV,2025-07-24,2025-07-28,12.22,7.66,6.971,7.38,Alta,MILPIN-v1.2,aceptada,448.8,753.98,138.5,Media,Gravedad -> Microaspersion,0.68,0.74,Deficit acumulado 7.4 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
48382646-4c9b-4bd4-9b0e-a00e135ba6ca,PAR-042,CIC-2025-PV,2025-05-20,2025-05-25,25.38,8.51,9.276,22.12,Media,MILPIN-v1.3,rechazada,929.3,1561.22,286.78,Alta,Microaspersion -> Goteo,0.64,0.73,Deficit acumulado 22.1 mm supera umbral critico. Riego urgente antes de 5 dias para evitar dano.
b9fc37af-f43e-4570-a59e-7492439ca889,PAR-042,CIC-2025-OI,2025-11-28,2025-12-01,13.89,3.72,2.864,5.3,Media,MILPIN-v1.2,modificada,509.5,855.96,157.23,Media,Gravedad -> Goteo,0.4,0.47,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 5.3 mm.
b26d6831-0ac3-44ba-8c2f-f36ba9e8ea2e,PAR-042,CIC-2025-OI,2025-12-21,2025-12-24,36.45,3.07,3.131,26.55,Media,MILPIN-v1.3,rechazada,1335.8,2244.14,412.23,Media,Mantener sistema actual,0.43,0.75,Deficit acumulado 26.6 mm supera umbral critico. Riego urgente antes de 6 dias para evitar dano.
a1e92599-5061-4cf4-bed2-898446c9e3be,PAR-042,CIC-2025-OI,2026-01-02,2026-01-06,27.09,3.26,3.488,19.24,Alta,MILPIN-v1.3,rechazada,992.6,1667.57,306.32,Baja,Gravedad -> Microaspersion,0.62,0.58,Patron historico + indices climaticos: riego optimo en 3 dias evita estres hidrico en etapa Media.
57a9c93d-cfc3-4285-ad5b-099f5b2a6ba5,PAR-042,CIC-2025-OI,2026-02-05,2026-02-06,10.43,4.24,4.079,5.86,Media,MILPIN-v1.2,sin_respuesta,382.8,643.1,118.13,Baja,Gravedad -> Goteo,0.47,0.39,FAO-56 detecta inicio etapa media con Kc=0.96. Incrementar lamina un 11% respecto evento anterior.
4709875f-bbc9-4b08-9045-e120aee60ad5,PAR-042,CIC-2025-OI,2026-01-27,2026-02-01,20.5,3.18,3.371,11.04,Baja,MILPIN-v1.3,sin_respuesta,749.8,1259.66,231.39,Media,Gravedad -> Goteo,0.65,0.44,Balance hidrico acumulado indica deficit de 11.0 mm. Riego preventivo recomendado en 4 dias.
857d6a37-997f-446d-86ef-2e223544b9cc,PAR-042,CIC-2025-OI,2026-02-12,2026-02-13,29.07,4.71,4.616,24.55,Alta,MILPIN-v2.0,aceptada,1066.6,1791.89,329.15,Media,Mantener sistema actual,0.43,0.58,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 24.6 mm.
520cd77f-10af-4d95-9885-e02e6b800d2b,PAR-042,CIC-2026-PV,2026-06-20,2026-06-21,27.86,8.98,8.747,19.06,Media,MILPIN-v1.3,rechazada,797.3,1339.46,246.05,Baja,Gravedad -> Goteo,0.79,0.94,ETo proyectada 9.0 mm/dia (horizonte 7 dias). Kc=0.97 etapa Final. Aplicar lamina 28 mm.
b615844d-0f09-47e1-9405-8747d180311c,PAR-042,CIC-2026-PV,2026-07-26,2026-07-28,22.11,8.03,7.066,14.04,Media,MILPIN-v1.2,aceptada,631.0,1060.08,194.73,Baja,Gravedad -> Goteo,0.83,0.85,Balance hidrico acumulado indica deficit de 14.0 mm. Riego preventivo recomendado en 3 dias.
def88519-74b4-40c0-8f83-317c2d43df0a,PAR-042,CIC-2026-PV,2026-03-14,2026-03-16,22.35,5.92,3.493,18.5,Media,MILPIN-v1.2,aceptada,641.5,1077.72,197.97,Alta,Microaspersion -> Goteo,0.9,0.77,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Inicial.
e694074f-6c7b-4701-9988-8634736d57d3,PAR-042,CIC-2026-PV,2026-05-12,2026-05-16,32.07,8.7,9.396,25.09,Baja,MILPIN-v1.3,rechazada,918.7,1543.42,283.51,Media,Mantener sistema actual,0.92,0.93,Deficit acumulado 25.1 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
18383942-0339-456b-a081-5ab605105a8b,PAR-042,CIC-2026-PV,2026-08-21,2026-08-26,23.1,7.36,6.403,16.18,Alta,MILPIN-v1.2,aceptada,660.0,1108.8,203.68,Alta,Gravedad -> Microaspersion,0.74,0.79,FAO-56 detecta inicio etapa media con Kc=0.87. Incrementar lamina un 9% respecto evento anterior.
6bcd95f0-92e9-4260-be35-841b52282f6c,PAR-042,CIC-2026-PV,2026-09-15,2026-09-16,33.71,6.23,5.607,24.73,Media,MILPIN-v1.3,aceptada,963.6,1618.85,297.37,Baja,Gravedad -> Goteo,0.95,0.81,ETo proyectada 6.2 mm/dia (horizonte 7 dias). Kc=0.90 etapa Final. Aplicar lamina 34 mm.
415d6bea-3e7f-4772-bd74-f67ca52418b8,PAR-043,CIC-2025-PV,2025-06-27,2025-07-02,21.88,8.87,10.733,15.36,Alta,MILPIN-v1.3,rechazada,478.7,804.22,147.73,Baja,Microaspersion -> Goteo,0.42,0.6,Balance hidrico acumulado indica deficit de 15.4 mm. Riego preventivo recomendado en 5 dias.
622f117c-49a6-47d0-8011-e5c566785159,PAR-043,CIC-2025-PV,2025-10-01,2025-10-06,9.23,4.8,3.36,5.5,Alta,MILPIN-v1.2,sin_respuesta,202.0,339.36,62.34,Media,Microaspersion -> Goteo,0.67,0.51,Score optimizacion 0.67: migracion Microaspersion -> Goteo proyecta ahorro 9% consumo anual con payback < 2 ciclos.
482c3a2e-02c4-4740-bd16-8c8077eff49a,PAR-043,CIC-2025-PV,2025-05-28,2025-06-01,20.33,8.7,10.527,15.46,Alta,MILPIN-v2.0,aceptada,444.4,746.59,137.14,Media,Mantener sistema actual,0.68,0.71,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 15.5 mm.
843b5fab-feb1-4f5b-af54-1c9cbcf1a69b,PAR-043,CIC-2025-OI,2026-03-28,2026-03-30,18.49,5.72,5.222,10.26,Media,MILPIN-v1.3,sin_respuesta,406.0,682.08,125.29,Alta,Gravedad -> Microaspersion,0.39,0.49,Balance hidrico acumulado indica deficit de 10.3 mm. Riego preventivo recomendado en 2 dias.
63b554e9-1489-46d6-b9c9-6c443ec0af11,PAR-043,CIC-2025-OI,2025-12-21,2025-12-23,22.64,3.42,3.023,13.06,Baja,MILPIN-v2.0,modificada,494.9,831.43,152.73,Alta,Microaspersion -> Goteo,0.45,0.59,Balance hidrico acumulado indica deficit de 13.1 mm. Riego preventivo recomendado en 3 dias.
20423f26-0da9-49a6-9a70-2b02a9b0e195,PAR-043,CIC-2025-OI,2025-11-14,2025-11-15,24.88,3.87,1.509,19.81,Alta,MILPIN-v1.3,modificada,545.4,916.27,168.31,Media,Gravedad -> Microaspersion,0.41,0.44,Balance hidrico acumulado indica deficit de 19.8 mm. Riego preventivo recomendado en 2 dias.
b2a0ebab-a773-4e76-83e9-03ef4a520bff,PAR-043,CIC-2026-PV,2026-07-17,2026-07-21,26.33,7.86,9.173,17.91,Media,MILPIN-v1.2,aceptada,0.0,0.0,0.0,Baja,Mantener sistema actual,0.86,0.93,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Final.
5cc7ab21-c93b-4b48-8630-dd113f1772b1,PAR-043,CIC-2026-PV,2026-05-08,2026-05-12,15.47,8.17,8.301,6.23,Media,MILPIN-v2.0,rechazada,0.0,0.0,0.0,Media,Aspersion -> Goteo,0.74,0.74,FAO-56 detecta inicio etapa media con Kc=1.02. Incrementar lamina un 0% respecto evento anterior.
e1e66225-5b0f-4118-898e-bbd16a99c491,PAR-043,CIC-2026-PV,2026-08-05,2026-08-07,32.6,7.72,7.535,26.49,Alta,MILPIN-v1.3,aceptada,0.0,0.0,0.0,Baja,Microaspersion -> Goteo,0.74,0.95,Balance hidrico acumulado indica deficit de 26.5 mm. Riego preventivo recomendado en 2 dias.
4ebf0871-6774-4599-8192-39bcf3e86f14,PAR-043,CIC-2026-PV,2026-03-12,2026-03-14,21.37,5.84,2.219,11.76,Media,MILPIN-v2.0,rechazada,0.0,0.0,0.0,Baja,Aspersion -> Goteo,0.86,0.82,ETo proyectada 5.8 mm/dia (horizonte 7 dias). Kc=0.38 etapa Inicial. Aplicar lamina 21 mm.
72f34032-c5d8-42a0-a5ba-e6d44276dea8,PAR-043,CIC-2026-PV,2026-07-16,2026-07-19,37.13,8.16,9.694,27.65,Alta,MILPIN-v1.2,aceptada,0.0,0.0,0.0,Media,Gravedad -> Goteo,0.86,0.78,Deficit acumulado 27.6 mm supera umbral critico. Riego urgente antes de 3 dias para evitar dano.
7236d1ab-2a26-4968-ba5c-868f911a9fc6,PAR-043,CIC-2026-PV,2026-05-07,2026-05-08,20.02,8.68,8.758,12.16,Baja,MILPIN-v1.2,aceptada,0.0,0.0,0.0,Baja,Aspersion -> Goteo,0.87,0.78,Deficit acumulado 12.2 mm supera umbral critico. Riego urgente antes de 5 dias para evitar dano.
e6bb65aa-de53-4bf0-9daa-37dfb1139676,PAR-043,CIC-2026-PV,2026-08-10,2026-08-14,13.57,7.47,6.798,7.39,Media,MILPIN-v1.3,modificada,0.0,0.0,0.0,Baja,Aspersion -> Goteo,0.9,0.94,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 7.4 mm.
cf0718da-cb57-4d10-aaf2-66e13a6ffb37,PAR-044,CIC-2025-PV,2025-04-25,2025-04-30,18.96,7.74,9.52,13.65,Media,MILPIN-v2.0,modificada,1927.8,3238.7,594.92,Alta,Microaspersion -> Goteo,0.38,0.7,Patron historico + indices climaticos: riego optimo en 6 dias evita estres hidrico en etapa Desarrollo.
8eb8c605-b306-42dc-a1bd-46a72f72abe1,PAR-044,CIC-2025-PV,2025-05-11,2025-05-12,15.7,8.82,10.937,11.29,Alta,MILPIN-v1.3,aceptada,1597.0,2682.96,492.83,Media,Gravedad -> Goteo,0.67,0.67,Balance hidrico acumulado indica deficit de 11.3 mm. Riego preventivo recomendado en 5 dias.
92368237-3679-4013-b1ac-33845d1d9bb8,PAR-044,CIC-2025-PV,2025-07-27,2025-07-28,19.6,7.81,4.686,12.35,Alta,MILPIN-v2.0,aceptada,1992.1,3346.73,614.76,Alta,Microaspersion -> Goteo,0.47,0.65,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 12.3 mm.
9198aa68-299c-4025-9db8-c1eb4ad8ca56,PAR-044,CIC-2025-PV,2025-06-08,2025-06-11,30.6,8.93,9.912,23.85,Media,MILPIN-v1.2,rechazada,3113.0,5229.84,960.67,Alta,Gravedad -> Microaspersion,0.68,0.39,Patron historico + indices climaticos: riego optimo en 4 dias evita estres hidrico en etapa Final.
d2d677fa-2727-4b39-84ee-3b95ebaf359d,PAR-044,CIC-2025-OI,2025-12-28,2025-12-30,14.07,3.44,4.128,7.28,Alta,MILPIN-v2.0,rechazada,1432.8,2407.1,442.16,Alta,Gravedad -> Microaspersion,0.54,0.74,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 7.3 mm.
abec34d7-2d59-48e7-ab37-1fd32e88377f,PAR-044,CIC-2025-OI,2026-01-17,2026-01-18,30.7,3.27,3.957,27.65,Alta,MILPIN-v1.3,modificada,3122.6,5245.97,963.63,Media,Gravedad -> Goteo,0.62,0.68,Score optimizacion 0.62: migracion Gravedad -> Goteo proyecta ahorro 28% consumo anual con payback < 2 ciclos.
e7aa1dc1-64f7-4fa3-92d6-49aacb61d259,PAR-044,CIC-2025-OI,2025-11-12,2025-11-16,14.24,3.86,1.339,9.43,Media,MILPIN-v1.2,aceptada,1449.4,2434.99,447.28,Alta,Aspersion -> Goteo,0.56,0.67,Score optimizacion 0.56: migracion Aspersion -> Goteo proyecta ahorro 28% consumo anual con payback < 2 ciclos.
e2da24eb-d936-43b5-990f-e0a82f403588,PAR-044,CIC-2025-OI,2025-11-06,2025-11-11,18.42,3.91,1.173,9.44,Alta,MILPIN-v1.2,modificada,1873.1,3146.81,578.04,Alta,Mantener sistema actual,0.54,0.52,Patron historico + indices climaticos: riego optimo en 5 dias evita estres hidrico en etapa Inicial.
a18a89b3-404f-43e0-a2e4-f050589dc975,PAR-044,CIC-2026-PV,2026-04-30,2026-05-01,23.63,7.62,8.839,17.17,Media,MILPIN-v2.0,modificada,780.6,1311.41,240.89,Media,Microaspersion -> Goteo,0.95,0.97,FAO-56 detecta inicio etapa media con Kc=1.16. Incrementar lamina un 11% respecto evento anterior.
6ac1e13a-ee83-4c6c-974c-f39c1e17fbba,PAR-044,CIC-2026-PV,2026-03-23,2026-03-28,29.47,6.34,2.035,22.76,Baja,MILPIN-v1.3,aceptada,975.8,1639.34,301.13,Alta,Mantener sistema actual,0.82,0.77,Score optimizacion 0.82: migracion Mantener sistema actual proyecta ahorro 11% consumo anual con payback < 2 ciclos.
20d6e34f-02be-4000-8d3a-a91f3d3bae0e,PAR-044,CIC-2026-PV,2026-07-07,2026-07-11,31.98,8.09,4.611,27.42,Alta,MILPIN-v1.3,aceptada,1059.1,1779.29,326.84,Baja,Microaspersion -> Goteo,0.78,0.78,ETo proyectada 8.1 mm/dia (horizonte 7 dias). Kc=0.57 etapa Final. Aplicar lamina 32 mm.
b9cfb47f-cd82-4170-bb0c-1d21b6bb7a28,PAR-044,CIC-2026-PV,2026-04-23,2026-04-26,15.45,7.58,8.937,6.52,Media,MILPIN-v2.0,aceptada,509.3,855.62,157.17,Baja,Mantener sistema actual,0.78,0.74,Deficit acumulado 6.5 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
37267799-1120-472e-ac0a-a8d8bb2020bc,PAR-044,CIC-2026-PV,2026-05-03,2026-05-05,29.73,8.25,10.23,25.69,Baja,MILPIN-v1.2,modificada,982.9,1651.27,303.32,Media,Aspersion -> Goteo,0.91,0.93,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 25.7 mm.
8f116686-e96b-4ed2-be6e-18e7047c457e,PAR-044,CIC-2026-PV,2026-08-02,2026-08-05,21.4,7.59,4.63,12.38,Media,MILPIN-v2.0,modificada,706.9,1187.59,218.15,Baja,Gravedad -> Microaspersion,0.94,0.81,FAO-56 detecta inicio etapa media con Kc=0.61. Incrementar lamina un 11% respecto evento anterior.
deece6b9-fc33-438f-99cb-bf587e63abe8,PAR-044,CIC-2026-PV,2026-05-16,2026-05-18,22.79,8.67,10.577,14.87,Baja,MILPIN-v1.2,aceptada,754.5,1267.56,232.84,Alta,Gravedad -> Goteo,0.93,0.86,Score optimizacion 0.93: migracion Gravedad -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
59525256-f449-4c00-825b-e2372a88c98d,PAR-044,CIC-2026-PV,2026-03-17,2026-03-21,22.19,6.07,1.7,16.95,Baja,MILPIN-v2.0,aceptada,733.0,1231.44,226.2,Media,Mantener sistema actual,0.8,0.76,Score optimizacion 0.80: migracion Mantener sistema actual proyecta ahorro 11% consumo anual con payback < 2 ciclos.
103e0e33-ca9e-46de-9591-6ccdafd9fcd9,PAR-044,CIC-2026-PV,2026-08-31,2026-09-02,29.73,7.52,4.662,26.37,Alta,MILPIN-v1.3,modificada,982.9,1651.27,303.32,Alta,Gravedad -> Microaspersion,0.89,0.87,ETo proyectada 7.5 mm/dia (horizonte 7 dias). Kc=0.62 etapa Final. Aplicar lamina 30 mm.
65885330-c511-4ff8-8174-14639cd7c367,PAR-044,CIC-2026-PV,2026-04-04,2026-04-08,22.2,7.66,4.826,14.13,Alta,MILPIN-v1.3,aceptada,733.0,1231.44,226.2,Media,Gravedad -> Goteo,0.84,0.78,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 14.1 mm.
42aee3fc-d911-460f-acee-1599cd7c1a19,PAR-045,CIC-2025-PV,2025-07-03,2025-07-05,27.69,8.33,3.082,23.32,Alta,MILPIN-v2.0,sin_respuesta,499.2,838.66,154.05,Alta,Gravedad -> Microaspersion,0.64,0.75,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 23.3 mm.
b0ac0631-5606-4c38-80b6-8058c375c485,PAR-045,CIC-2025-PV,2025-05-10,2025-05-14,14.21,8.21,9.277,6.48,Alta,MILPIN-v1.3,sin_respuesta,256.1,430.25,79.03,Media,Mantener sistema actual,0.49,0.75,ETo proyectada 8.2 mm/dia (horizonte 7 dias). Kc=1.13 etapa Media. Aplicar lamina 14 mm.
add18bbb-be89-4fc7-b559-b9992d738191,PAR-045,CIC-2025-PV,2025-08-20,2025-08-24,18.33,7.22,2.744,8.69,Alta,MILPIN-v1.3,rechazada,330.2,554.74,101.9,Media,Gravedad -> Goteo,0.4,0.7,Balance hidrico acumulado indica deficit de 8.7 mm. Riego preventivo recomendado en 6 dias.
5ba61d2e-8818-4197-a42e-2bec2d6c5e4b,PAR-045,CIC-2025-PV,2025-05-08,2025-05-09,18.11,8.51,9.957,8.36,Media,MILPIN-v1.2,modificada,327.6,550.37,101.1,Alta,Aspersion -> Goteo,0.53,0.76,Score optimizacion 0.53: migracion Aspersion -> Goteo proyecta ahorro 11% consumo anual con payback < 2 ciclos.
9194650e-24fb-4945-a595-9b120f2960c2,PAR-045,CIC-2025-PV,2025-07-04,2025-07-09,24.25,7.71,2.698,19.64,Media,MILPIN-v1.3,rechazada,438.1,736.01,135.2,Alta,Aspersion -> Goteo,0.67,0.51,Balance hidrico acumulado indica deficit de 19.6 mm. Riego preventivo recomendado en 3 dias.
3be1450a-3a8c-4001-b86c-03b799a80fa2,PAR-045,CIC-2025-PV,2025-03-07,2025-03-08,21.62,6.24,2.558,17.66,Media,MILPIN-v2.0,rechazada,390.0,655.2,120.35,Media,Aspersion -> Goteo,0.35,0.7,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 17.7 mm.
992688fe-7741-4f3e-a4c7-e70df8a73b5b,PAR-045,CIC-2025-OI,2026-04-04,2026-04-08,27.11,7.26,2.468,21.82,Baja,MILPIN-v1.2,rechazada,490.1,823.37,151.24,Baja,Gravedad -> Goteo,0.33,0.64,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 21.8 mm.
56950dae-539b-4997-92d7-841f69af0a6c,PAR-045,CIC-2025-OI,2026-01-10,2026-01-15,17.1,3.65,3.979,7.96,Alta,MILPIN-v1.2,aceptada,309.4,519.79,95.48,Media,Microaspersion -> Goteo,0.4,0.4,ETo proyectada 3.6 mm/dia (horizonte 7 dias). Kc=1.09 etapa Final. Aplicar lamina 17 mm.
136b4e6e-dd30-4e33-9567-12d06abc2a67,PAR-045,CIC-2025-OI,2025-11-03,2025-11-05,14.39,3.82,1.604,5.06,Media,MILPIN-v1.2,modificada,260.0,436.8,80.24,Baja,Aspersion -> Goteo,0.65,0.64,FAO-56 detecta inicio etapa media con Kc=0.42. Incrementar lamina un 11% respecto evento anterior.
ce1f12a5-c23f-4fe9-b4c7-a78b9c83c581,PAR-045,CIC-2025-OI,2025-11-23,2025-11-27,30.21,3.55,2.733,27.0,Alta,MILPIN-v1.3,modificada,544.7,915.1,168.09,Baja,Microaspersion -> Goteo,0.59,0.71,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 27.0 mm.
4e843130-7771-4ed4-acec-4b0a42b49ba9,PAR-045,CIC-2026-PV,2026-09-08,2026-09-11,10.65,6.29,1.95,5.03,Alta,MILPIN-v1.3,modificada,150.8,253.34,46.54,Alta,Microaspersion -> Goteo,0.72,0.75,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 5.0 mm.
7c60145d-01b3-44e8-8c6c-8e38ef74b1fc,PAR-045,CIC-2026-PV,2026-03-13,2026-03-18,15.81,6.2,2.356,12.62,Media,MILPIN-v2.0,aceptada,222.3,373.46,68.6,Alta,Mantener sistema actual,0.84,0.89,Score optimizacion 0.84: migracion Mantener sistema actual proyecta ahorro 9% consumo anual con payback < 2 ciclos.
b33f5165-d560-48d8-8a0a-c765961bd32f,PAR-045,CIC-2026-PV,2026-07-16,2026-07-17,10.78,7.86,2.83,7.74,Media,MILPIN-v2.0,rechazada,152.1,255.53,46.94,Baja,Mantener sistema actual,0.95,0.89,Balance hidrico acumulado indica deficit de 7.7 mm. Riego preventivo recomendado en 5 dias.
869ca37f-8542-495c-9574-c0e751f40f3e,PAR-045,CIC-2026-PV,2026-09-19,2026-09-21,26.9,6.74,2.157,21.29,Baja,MILPIN-v2.0,aceptada,378.3,635.54,116.74,Baja,Mantener sistema actual,0.75,0.9,FAO-56 detecta inicio etapa media con Kc=0.32. Incrementar lamina un 9% respecto evento anterior.
d74430f6-44d6-4f30-941b-b639b22e3a86,PAR-045,CIC-2026-PV,2026-04-24,2026-04-28,19.86,7.6,8.816,10.41,Media,MILPIN-v2.0,rechazada,279.5,469.56,86.25,Baja,Microaspersion -> Goteo,0.92,0.96,FAO-56 detecta inicio etapa media con Kc=1.16. Incrementar lamina un 9% respecto evento anterior.
036681d2-75c2-4014-bf42-5a7e967f93f8,PAR-045,CIC-2026-PV,2026-04-25,2026-04-30,16.4,7.69,8.767,7.0,Media,MILPIN-v2.0,rechazada,231.4,388.75,71.41,Baja,Aspersion -> Goteo,0.8,0.93,Patron historico + indices climaticos: riego optimo en 5 dias evita estres hidrico en etapa Media.
d4940761-4b26-4b34-9510-7b5763b2599c,PAR-045,CIC-2026-PV,2026-07-25,2026-07-30,13.02,7.68,2.458,6.9,Media,MILPIN-v2.0,aceptada,183.3,307.94,56.57,Alta,Gravedad -> Microaspersion,0.78,0.74,Score optimizacion 0.78: migracion Gravedad -> Microaspersion proyecta ahorro 9% consumo anual con payback < 2 ciclos.
524d9340-03f0-458c-8688-fbce2b0c9a30,PAR-045,CIC-2026-PV,2026-09-02,2026-09-07,23.52,6.74,2.359,14.93,Alta,MILPIN-v1.3,modificada,331.5,556.92,102.3,Baja,Aspersion -> Goteo,0.94,0.81,Deficit acumulado 14.9 mm supera umbral critico. Riego urgente antes de 4 dias para evitar dano.
3b530b49-ca20-4576-9332-29bc684fc21d,PAR-046,CIC-2025-PV,2025-08-22,2025-08-25,21.05,7.28,5.657,12.5,Media,MILPIN-v1.2,rechazada,1051.8,1767.02,324.59,Media,Gravedad -> Goteo,0.49,0.55,Deficit acumulado 12.5 mm supera umbral critico. Riego urgente antes de 2 dias para evitar dano.
32d45872-589d-41ee-b48b-a2330443bc9d,PAR-046,CIC-2025-PV,2025-08-04,2025-08-09,28.72,7.65,7.245,22.45,Media,MILPIN-v1.2,sin_respuesta,1435.6,2411.81,443.03,Baja,Gravedad -> Goteo,0.42,0.55,Patron historico + indices climaticos: riego optimo en 2 dias evita estres hidrico en etapa Final.
cfa48859-7376-41d5-98a7-a396307c0505,PAR-046,CIC-2025-PV,2025-07-29,2025-08-01,29.24,8.05,8.638,25.97,Baja,MILPIN-v1.2,modificada,1461.3,2454.98,450.96,Alta,Aspersion -> Goteo,0.57,0.71,Score optimizacion 0.57: migracion Aspersion -> Goteo proyecta ahorro 28% consumo anual con payback < 2 ciclos.
22c48ebb-bc0e-4431-af46-65691763b38e,PAR-046,CIC-2025-PV,2025-06-11,2025-06-16,11.78,8.91,10.781,5.18,Alta,MILPIN-v2.0,aceptada,588.5,988.68,181.61,Baja,Mantener sistema actual,0.6,0.54,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 5.2 mm.
ac06f755-4fec-4822-b871-e0c798258d8b,PAR-046,CIC-2025-PV,2025-09-06,2025-09-08,22.13,6.84,4.514,16.4,Baja,MILPIN-v2.0,aceptada,1106.8,1859.42,341.56,Alta,Mantener sistema actual,0.41,0.42,Optimizacion turno nocturno 22-06 h: reduce evaporacion estimada 12-15%. Deficit actual 16.4 mm.
26c05a68-f501-4255-8199-0bca07df1fcb,PAR-046,CIC-2025-OI,2025-11-20,2025-11-23,34.97,4.1,1.587,25.98,Media,MILPIN-v1.2,aceptada,1748.0,2936.64,539.43,Baja,Mantener sistema actual,0.5,0.58,Score optimizacion 0.50: migracion Mantener sistema actual proyecta ahorro 28% consumo anual con payback < 2 ciclos.
